"schema_name","table_name","column_name","data_type","data_type_ext","nullable","default_value","primary_key","foreign_key","unique_key","check_contraint","computed_column_definition","comments"
dbo,Lec_Logistic_Estimation_Country_tb,lec_deleted_flag,bit,bit,N,((0)),"","","","",,Lec deleted flag
dbo,Lec_Logistic_Estimation_Country_tb,lec_hotel_cost,decimal,"decimal(15, 2)",N,"","","","","",,Lec hotel cost
dbo,Lec_Logistic_Estimation_Country_tb,lec_id,int,int,N,"",PK,"","","",,Lec id
dbo,Lec_Logistic_Estimation_Country_tb,lec_participant_number,int,int,N,"","","","","",,Lec participant number
dbo,Lec_Logistic_Estimation_Country_tb,lec_perdiem_cost,decimal,"decimal(15, 2)",N,((0)),"","","","",,Lec perdiem cost
dbo,Lec_Logistic_Estimation_Country_tb,lec_ticket_cost,decimal,"decimal(15, 2)",N,"","","","","",,Lec ticket cost
dbo,Lec_Logistic_Estimation_Country_tb,lec_updated_date,datetime,datetime,N,"","","","","",,Lec updated date
dbo,Lec_Logistic_Estimation_Country_tb,les_id_logistic_estimation,int,int,N,"","",FK,"","",,Les id logistic estimation
dbo,Lec_Logistic_Estimation_Country_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Lec_Logistic_Estimation_Country_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Lec_Logistic_Estimation_Country_tb,per_id_updator,int,int,N,"","",FK,"","",,Per id updator
dbo,Lec_Logistic_Estimation_Country_tb,tax_id_type,int,int,N,"","",FK,"","",,Tax id type
dbo,Ler_Logistic_Estimation_Review_Request_tb,ler_created_date,datetime,datetime,N,"","","","","",,Ler created date
dbo,Ler_Logistic_Estimation_Review_Request_tb,ler_deleted_date,datetime,datetime,Y,"","","","","",,Ler deleted date
dbo,Ler_Logistic_Estimation_Review_Request_tb,ler_deleted_flag,bit,bit,N,((0)),"","","","",,Ler deleted flag
dbo,Ler_Logistic_Estimation_Review_Request_tb,ler_id,int,int,N,"",PK,"","","",,Ler id
dbo,Ler_Logistic_Estimation_Review_Request_tb,ler_reason,varchar,varchar(8000),N,"","","","","",,Ler reason
dbo,Ler_Logistic_Estimation_Review_Request_tb,les_id_logistic_estimation,int,int,N,"","",FK,"","",,Les id logistic estimation
dbo,Ler_Logistic_Estimation_Review_Request_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Ler_Logistic_Estimation_Review_Request_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Les_Logistic_Estimation_tb,ins_id_hotel,int,int,Y,"","",FK,"","",,Ins id hotel
dbo,Les_Logistic_Estimation_tb,les_comments,varchar,varchar(8000),Y,"","","","","",,Les comments
dbo,Les_Logistic_Estimation_tb,les_created_date,datetime,datetime,N,"","","","","",,Les created date
dbo,Les_Logistic_Estimation_tb,les_deleted_date,datetime,datetime,Y,"","","","","",,Les deleted date
dbo,Les_Logistic_Estimation_tb,les_deleted_flag,bit,bit,N,((0)),"","","","",,Les deleted flag
dbo,Les_Logistic_Estimation_tb,les_flag_approved,bit,bit,N,((0)),"","","","",,Les flag approved
dbo,Les_Logistic_Estimation_tb,les_flow_status_code,varchar,varchar(100),N,"","","","","",,Les flow status code
dbo,Les_Logistic_Estimation_tb,les_guest_cost_per_capita,numeric,"numeric(15, 2)",N,"","","","","",,Les guest cost per capita
dbo,Les_Logistic_Estimation_tb,les_host_cost_per_capita,numeric,"numeric(15, 2)",N,"","","","","",,Les host cost per capita
dbo,Les_Logistic_Estimation_tb,les_id,int,int,N,"",PK,"","","",,Les id
dbo,Les_Logistic_Estimation_tb,les_number_days,int,int,N,"","","","","",,Les number days
dbo,Les_Logistic_Estimation_tb,les_number_nights,int,int,N,"","","","","",,Les number nights
dbo,Les_Logistic_Estimation_tb,les_number_participants,int,int,N,"","","","","",,Les number participants
dbo,Les_Logistic_Estimation_tb,les_perdiem_cost,numeric,"numeric(15, 2)",N,"","","","","",,Les perdiem cost
dbo,Les_Logistic_Estimation_tb,les_title,varchar,varchar(100),Y,"","","","","",,Les title
dbo,Les_Logistic_Estimation_tb,les_updated_date,datetime,datetime,N,"","","","","",,Les updated date
dbo,Les_Logistic_Estimation_tb,loc_id_location,int,int,Y,"","",FK,"","",,Loc id location
dbo,Les_Logistic_Estimation_tb,out_id_outcome,int,int,N,"","",FK,"","",,Out id outcome
dbo,Les_Logistic_Estimation_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Les_Logistic_Estimation_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Les_Logistic_Estimation_tb,per_id_updator,int,int,N,"","",FK,"","",,Per id updator
dbo,Lfs_Lessons_Learned_Flow_Step_Action_tb,fsa_id,int,int,N,"","",FK,"","",,Fsa id
dbo,Lfs_Lessons_Learned_Flow_Step_Action_tb,lls_id,int,int,N,"","",FK,"","",,Lls id
dbo,Lgc_Language_Category_tb,lgc_id,int,int,N,"",PK,"","","",,Lgc id
dbo,Lgc_Language_Category_tb,lgc_type,char,char(1),N,"","","","","",,Lgc type
dbo,Lgc_Language_Category_tb,lnl_id_level,int,int,N,"",PK,FK,"","",,Lnl id level
dbo,Lgc_Language_Category_tb,tax_id_category,int,int,N,"","",FK,"","",,Tax id category
dbo,Lge_Language_Group_Event_tb,out_id,int,int,N,"",PK,FK,"","",,Out id
dbo,Lge_Language_Group_Event_tb,tea_id_teacher,int,int,Y,"","",FK,"","",,Tea id teacher
dbo,Lgv_Language_Group_Evaluation_tb,lgv_approved,bit,bit,N,"","","","","",,Lgv approved
dbo,Lgv_Language_Group_Evaluation_tb,lgv_attendance,decimal,"decimal(15, 1)",N,"","","","","",,Lgv attendance
dbo,Lgv_Language_Group_Evaluation_tb,lgv_comments,varchar,varchar(8000),N,"","","","","",,Lgv comments
dbo,Lgv_Language_Group_Evaluation_tb,lgv_deleted_date,datetime,datetime,Y,"","","","","",,Lgv deleted date
dbo,Lgv_Language_Group_Evaluation_tb,lgv_evaluation_date,datetime,datetime,N,"","","","","",,Lgv evaluation date
dbo,Lgv_Language_Group_Evaluation_tb,lgv_final_evaluation,bit,bit,N,"","","","","",,Lgv final evaluation
dbo,Lgv_Language_Group_Evaluation_tb,lgv_id,int,int,N,"",PK,"","","",,Lgv id
dbo,Lgv_Language_Group_Evaluation_tb,lgv_status_code,varchar,varchar(50),N,"","","","","",,Lgv status code
dbo,Lgv_Language_Group_Evaluation_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Lgv_Language_Group_Evaluation_tb,reg_id_registration,int,int,N,"","",FK,"","",,Reg id registration
dbo,Lgv_Language_Group_Evaluation_tb,tax_id_motivation_effort,int,int,N,"","",FK,"","",,Tax id motivation effort
dbo,Lgv_Language_Group_Evaluation_tb,tax_id_overall_progress,int,int,N,"","",FK,"","",,Tax id overall progress
dbo,Lgv_Language_Group_Evaluation_tb,tea_id_teacher,int,int,N,"","",FK,"","",,Tea id teacher
dbo,Lie_Language_Individual_Evaluation_tb,lie_created_date,datetime,datetime,N,"","","","","",,Lie created date
dbo,Lie_Language_Individual_Evaluation_tb,lie_deleted_date,datetime,datetime,Y,"","","","","",,Lie deleted date
dbo,Lie_Language_Individual_Evaluation_tb,lie_evaluation,varchar,varchar(8000),N,"","","","","",,Lie evaluation
dbo,Lie_Language_Individual_Evaluation_tb,lie_final_evaluation,bit,bit,N,"","","","","",,Lie final evaluation
dbo,Lie_Language_Individual_Evaluation_tb,lie_final_report,bit,bit,N,"","","","","",,Lie final report
dbo,Lie_Language_Individual_Evaluation_tb,lie_id,int,int,N,"",PK,"","","",,Lie id
dbo,Lie_Language_Individual_Evaluation_tb,lie_improvements,varchar,varchar(8000),Y,"","","","","",,Lie improvements
dbo,Lie_Language_Individual_Evaluation_tb,lie_next_steps,varchar,varchar(8000),Y,"","","","","",,Lie next steps
dbo,Lie_Language_Individual_Evaluation_tb,lie_objectives,varchar,varchar(8000),N,"","","","","",,Lie objectives
dbo,Lie_Language_Individual_Evaluation_tb,lie_plan_activities,varchar,varchar(8000),N,"","","","","",,Lie plan activities
dbo,Lie_Language_Individual_Evaluation_tb,lie_pos_evaluation_date,datetime,datetime,Y,"","","","","",,Lie pos evaluation date
dbo,Lie_Language_Individual_Evaluation_tb,lie_pre_evaluation_date,datetime,datetime,N,"","","","","",,Lie pre evaluation date
dbo,Lie_Language_Individual_Evaluation_tb,lie_status_code,varchar,varchar(50),N,"","","","","",,Lie status code
dbo,Lie_Language_Individual_Evaluation_tb,lie_strenghts,varchar,varchar(8000),Y,"","","","","",,Lie strenghts
dbo,Lie_Language_Individual_Evaluation_tb,lie_training_materials,varchar,varchar(8000),N,"","","","","",,Lie training materials
dbo,Lie_Language_Individual_Evaluation_tb,lnl_id_level,int,int,N,"","",FK,"","",,Lnl id level
dbo,Lie_Language_Individual_Evaluation_tb,migration_lie_id,int,int,Y,"","","","","",,Migration lie id
dbo,Lie_Language_Individual_Evaluation_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Lie_Language_Individual_Evaluation_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Lie_Language_Individual_Evaluation_tb,reg_id_registration,int,int,N,"","",FK,"","",,Reg id registration
dbo,Lie_Language_Individual_Evaluation_tb,tea_id_pos_teacher,int,int,Y,"","",FK,"","",,Tea id pos teacher
dbo,Lie_Language_Individual_Evaluation_tb,tea_id_pre_teacher,int,int,N,"","",FK,"","",,Tea id pre teacher
dbo,Llb_Lessons_Learned_Body_tb,llb_background,text,text,Y,"","","","","",,Llb background
dbo,Llb_Lessons_Learned_Body_tb,llb_id,int,int,N,"","","","","",,Llb id
dbo,Llb_Lessons_Learned_Body_tb,llb_lesson,text,text,Y,"","","","","",,Llb lesson
dbo,Llb_Lessons_Learned_Body_tb,llb_objective,text,text,Y,"","","","","",,Llb objective
dbo,Llb_Lessons_Learned_Body_tb,llb_resources,text,text,Y,"","","","","",,Llb resources
dbo,Llb_Lessons_Learned_Body_tb,llb_result,text,text,Y,"","","","","",,Llb result
dbo,Llb_Lessons_Learned_Body_tb,llb_title,varchar,varchar(800),N,"","","","","",,Llb title
dbo,Llb_Lessons_Learned_Body_tb,lls_id_lessons_learned,int,int,Y,"","",FK,"","",,Lls id lessons learned
dbo,Llb_Lessons_Learned_Body_tb,lls_idbdocs_number,int,int,Y,"","","","","",,Lls idbdocs number
dbo,Llb_Lessons_Learned_Body_tb,lng_id_language,int,int,Y,"","",FK,"","",,Lng id language
dbo,LLc_Lessons_Learned_Contact_tb,fcl_id,int,int,N,"","",FK,"","",,Fcl id
dbo,LLc_Lessons_Learned_Contact_tb,llm_id,int,int,N,"","",FK,"","",,Llm id
dbo,Llk_Lessons_Learned_Keywords_tb,llb_id_lessons_learned_body,int,int,Y,"","",FK,"","",,Llb id lessons learned body
dbo,Llk_Lessons_Learned_Keywords_tb,llk_description,varchar,varchar(300),Y,"","","","","",,Llk description
dbo,Llk_Lessons_Learned_Keywords_tb,llk_id,int,int,N,"","","","","",,Llk id
dbo,Llm_Lessons_Learned_Metadata_tb,ctr_id_country,int,int,Y,"","",FK,"","",,Ctr id country
dbo,Llm_Lessons_Learned_Metadata_tb,ctr_id_second_country,int,int,Y,"","",FK,"","",,Ctr id second country
dbo,Llm_Lessons_Learned_Metadata_tb,llm_cost,decimal,"decimal(15, 2)",Y,"","","","","",,Llm cost
dbo,Llm_Lessons_Learned_Metadata_tb,llm_document_date,datetime,datetime,Y,"","","","","",,Llm document date
dbo,Llm_Lessons_Learned_Metadata_tb,llm_id,int,int,N,"","","","","",,Llm id
dbo,Llm_Lessons_Learned_Metadata_tb,llm_project_name,varchar,varchar(800),Y,"","","","","",,Llm project name
dbo,Llm_Lessons_Learned_Metadata_tb,llm_project_number,varchar,varchar(100),Y,"","","","","",,Llm project number
dbo,Llm_Lessons_Learned_Metadata_tb,lls_lessons_learned,int,int,N,"","",FK,"","",,Lls lessons learned
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_development_outcome,int,int,Y,"","",FK,"","",,Tax id development outcome
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_finacing,int,int,Y,"","",FK,"","",,Tax id finacing
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_organizational_unit,int,int,Y,"","",FK,"","",,Tax id organizational unit
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_project_cycle,int,int,Y,"","",FK,"","",,Tax id project cycle
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_region,int,int,Y,"","",FK,"","",,Tax id region
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_sector,int,int,Y,"","",FK,"","",,Tax id sector
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_topic,int,int,Y,"","",FK,"","",,Tax id topic
dbo,Llm_Lessons_Learned_Metadata_tb,tax_id_type,int,int,Y,"","",FK,"","",,Tax id type
dbo,Lln_Language_Level_Need_tb,lnl_id,int,int,N,"",PK,FK,"","",,Lnl id
dbo,Lln_Language_Level_Need_tb,tax_id,int,int,N,"",PK,FK,"","",,Tax id
dbo,Llr_Lesson_Learned_Rating_tb,llr_id,int,int,N,"",PK,"","","",,Llr id
dbo,Llr_Lesson_Learned_Rating_tb,llr_rate_value,decimal,"decimal(15, 5)",N,"","","","","",,Llr rate value
dbo,Llr_Lesson_Learned_Rating_tb,llr_voted_date,datetime,datetime,N,"","","","","",,Llr voted date
dbo,Llr_Lesson_Learned_Rating_tb,llr_voter,varchar,varchar(50),N,"","","","","",,Llr voter
dbo,Llr_Lesson_Learned_Rating_tb,lls_lesson_learned_id,int,int,N,"","",FK,"","",,Lls lesson learned id
dbo,Lls_Lessons_Learned_tb,lls_created_date,datetime,datetime,N,"","","","","",,Lls created date
dbo,Lls_Lessons_Learned_tb,lls_deleted_date,datetime,datetime,Y,"","","","","",,Lls deleted date
dbo,Lls_Lessons_Learned_tb,lls_flow_status_code,varchar,varchar(50),N,"","","","","",,Lls flow status code
dbo,Lls_Lessons_Learned_tb,lls_highlighted,bit,bit,N,((0)),"","","","",,Lls highlighted
dbo,Lls_Lessons_Learned_tb,lls_highlighted_picture,varchar,varchar(200),Y,"","","","","",,Lls highlighted picture
dbo,Lls_Lessons_Learned_tb,lls_id,int,int,N,"","","","","",,Lls id
dbo,Lls_Lessons_Learned_tb,lls_type,varchar,varchar(25),N,"","","","","",,Lls type
dbo,Lls_Lessons_Learned_tb,lls_views,int,int,N,((0)),"","","","",,Lls views
dbo,Lls_Lessons_Learned_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Lls_Lessons_Learned_tb,per_id_deletor,int,int,Y,"","",FK,"","",,Per id deletor
dbo,Lng_Language_tb,lng_bank_official_flag,bit,bit,N,((0)),"","","","",,Lng bank official flag
dbo,Lng_Language_tb,lng_code,varchar,varchar(5),Y,"","","","","",,Lng code
dbo,Lng_Language_tb,lng_description,varchar,varchar(20),N,"","","","","",,Lng description
dbo,Lng_Language_tb,lng_id,int,int,N,"",PK,"","","",,Lng id
dbo,Lng_Language_tb,lng_locale,varchar,varchar(5),N,"","","","","",,Lng locale
dbo,Lnl_Language_Level_tb,lnl_description,varchar,varchar(100),N,"","","","","",,Lnl description
dbo,Lnl_Language_Level_tb,lnl_id,int,int,N,"",PK,"","","",,Lnl id
dbo,Lnl_Language_Level_tb,lnl_level,int,int,N,"","","","","",,Lnl level
dbo,Lnl_Language_Level_tb,migration_lnl_id ,int,int,Y,"","","","","",,Migration lnl id 
dbo,Loc_Location_tb,cti_id_city,int,int,Y,"","",FK,"","",,Cti id city
dbo,Loc_Location_tb,loc_description,varchar,varchar(400),N,"","","","","",,Loc description
dbo,Loc_Location_tb,loc_id,int,int,N,"",PK,"","","",,Loc id
dbo,Loc_Location_tb,loc_type,varchar,varchar(30),N,"","","","","",,Loc type
dbo,Lof_Location_features_tb,loc_id,int,int,N,"",PK,FK,"","",,Loc id
dbo,Lof_Location_features_tb,lof_audioconference,bit,bit,N,((0)),"","","","",,Lof audioconference
dbo,Lof_Location_features_tb,lof_auditorium_capacity,int,int,Y,"","","","","",,Lof auditorium capacity
dbo,Lof_Location_features_tb,lof_availability,varchar,varchar(50),N,"","","","","",,Lof availability
dbo,Lof_Location_features_tb,lof_ceiling,int,int,Y,"","","","","",,Lof ceiling
dbo,Lof_Location_features_tb,lof_classroom_capacity,int,int,Y,"","","","","",,Lof classroom capacity
dbo,Lof_Location_features_tb,lof_disabled_flag,bit,bit,N,((0)),"","","","",,Lof disabled flag
dbo,Lof_Location_features_tb,lof_group_capacity,int,int,Y,"","","","","",,Lof group capacity
dbo,Lof_Location_features_tb,lof_instructor_computers,int,int,Y,"","","","","",,Lof instructor computers
dbo,Lof_Location_features_tb,lof_mic_handheld,int,int,Y,"","","","","",,Lof mic handheld
dbo,Lof_Location_features_tb,lof_mic_lavalier,int,int,Y,"","","","","",,Lof mic lavalier
dbo,Lof_Location_features_tb,lof_mic_tabletop,int,int,Y,"","","","","",,Lof mic tabletop
dbo,Lof_Location_features_tb,lof_notes,varchar,varchar(2000),Y,"","","","","",,Lof notes
dbo,Lof_Location_features_tb,lof_participant_computers,int,int,Y,"","","","","",,Lof participant computers
dbo,Lof_Location_features_tb,lof_room_dimensions,varchar,varchar(50),Y,"","","","","",,Lof room dimensions
dbo,Lof_Location_features_tb,lof_room_display_bgcolor,varchar,varchar(50),Y,"","","","","",,Lof room display bgcolor
dbo,Lof_Location_features_tb,lof_simultaneous_interpretation,bit,bit,N,((0)),"","","","",,Lof simultaneous interpretation
dbo,Lof_Location_features_tb,lof_simultaneous_vc_ac_w,bit,bit,N,((0)),"","","","",,Lof simultaneous vc ac w
dbo,Lof_Location_features_tb,lof_theater_capacity,int,int,Y,"","","","","",,Lof theater capacity
dbo,Lof_Location_features_tb,lof_ushape_capacity,int,int,Y,"","","","","",,Lof ushape capacity
dbo,Lof_Location_features_tb,lof_videoconference,bit,bit,N,((0)),"","","","",,Lof videoconference
dbo,Lof_Location_features_tb,lof_webinar,bit,bit,N,((0)),"","","","",,Lof webinar
dbo,Lsi_Language_Individual_Need_tb,lie_id,int,int,N,"",PK,FK,"","",,Lie id
dbo,Lsi_Language_Individual_Need_tb,tax_id,int,int,N,"",PK,FK,"","",,Tax id
dbo,Lsn_Language_Student_Need_tb,ldp_id_language_development_plan,int,int,N,"","",FK,"","",,Ldp id language development plan
dbo,Lsn_Language_Student_Need_tb,lsn_id,int,int,N,"",PK,"","","",,Lsn id
dbo,Lsn_Language_Student_Need_tb,lsn_other,varchar,varchar(100),Y,"","","","","",,Lsn other
dbo,Lsn_Language_Student_Need_tb,tax_id_language_need,int,int,N,"","",FK,"","",,Tax id language need
dbo,Lst_Logistic_Estimation_Item_tb,les_id_logistic_estimation,int,int,N,"","",FK,"","",,Les id logistic estimation
dbo,Lst_Logistic_Estimation_Item_tb,lst_id,int,int,N,"",PK,"","","",,Lst id
dbo,Lst_Logistic_Estimation_Item_tb,lst_item_cost,numeric,"numeric(15, 5)",N,"","","","","",,Lst item cost
dbo,Lst_Logistic_Estimation_Item_tb,lst_type,varchar,varchar(50),N,('LST_LOGISTIC_ESTIMATION_ITEM'),"","","","",,Lst type
dbo,Lst_Logistic_Estimation_Item_tb,tax_id_category,int,int,N,"","",FK,"","",,Tax id category
dbo,Lsu_Logistic_Estimation_Subitem_tb,lst_id,int,int,N,"",PK,FK,"","",,Lst id
dbo,Lsu_Logistic_Estimation_Subitem_tb,lsu_quantity,numeric,"numeric(15, 2)",N,"","","","","",,Lsu quantity
dbo,Mau_Metadata_Author_tb,fcl_id,int,int,N,"","",FK,"","",,Fcl id
dbo,Mau_Metadata_Author_tb,llm_id,int,int,N,"","",FK,"","",,Llm id
dbo,Moe_Moodle_Event_tb,moe_moodle_id,int,int,N,"","","","","",,Moe moodle id
dbo,Moe_Moodle_Event_tb,out_id,int,int,N,"",PK,FK,"","",,Out id
dbo,MOODLE_GRADES_TB,grade,decimal,"decimal(15, 5)",Y,"","","","","",,Grade
dbo,MOODLE_GRADES_TB,moodle_usr_id,bigint,bigint,N,"","","","","",,Moodle usr id
dbo,MOODLE_GRADES_TB,out_id,bigint,bigint,N,"","","","","",,Out id
dbo,Mos_Moodle_Service_tb,mos_moodle_id,int,int,N,"","","","","",,Mos moodle id
dbo,Mos_Moodle_Service_tb,out_id,int,int,N,"",PK,FK,"","",,Out id
dbo,mTt_monthyl_Temporary_table,dep_name,varchar,varchar(10),Y,"","","","","",,Dep name
dbo,mTt_monthyl_Temporary_table,DEPARTMENT,varchar,varchar(10),Y,"","","","","",,Department
dbo,mTt_monthyl_Temporary_table,ID,int,int,N,"",PK,"","","",,Id
dbo,mTt_monthyl_Temporary_table,kna_id,int,int,Y,"","","","","",,Kna id
dbo,mTt_monthyl_Temporary_table,kna_name,varchar,varchar(5000),Y,"","","","","",,Kna name
dbo,mTt_monthyl_Temporary_table,KNLOFFICERS,varchar,varchar(2000),Y,"","","","","",,Knlofficers
dbo,mTt_monthyl_Temporary_table,ops_id,int,int,Y,"","","","","",,Ops id
dbo,mTt_monthyl_Temporary_table,OPUS_CODE,varchar,varchar(20),Y,"","","","","",,Opus code
dbo,mTt_monthyl_Temporary_table,opus_name,varchar,varchar(100),Y,"","","","","",,Opus name
dbo,mTt_monthyl_Temporary_table,out_objectives,varchar,varchar(8000),Y,"","","","","",,Out objectives
dbo,mTt_monthyl_Temporary_table,OUTPUT_END_DATE,varchar,varchar(20),Y,"","","","","",,Output end date
dbo,mTt_monthyl_Temporary_table,OUTPUT_ID,int,int,Y,"","","","","",,Output id
dbo,mTt_monthyl_Temporary_table,OUTPUT_NAME,varchar,varchar(5000),Y,"","","","","",,Output name
dbo,mTt_monthyl_Temporary_table,OUTPUT_START_DATE,varchar,varchar(20),Y,"","","","","",,Output start date
dbo,mTt_monthyl_Temporary_table,OUTPUT_TYPE,varchar,varchar(500),Y,"","","","","",,Output type
dbo,mTt_monthyl_Temporary_table,PARTICIPANT_CAREER_PATH,varchar,varchar(2000),Y,"","","","","",,Participant career path
dbo,mTt_monthyl_Temporary_table,PARTICIPANT_CAREER_TRACK,varchar,varchar(1000),Y,"","","","","",,Participant career track
dbo,mTt_monthyl_Temporary_table,PARTICIPANT_EMAIL,varchar,varchar(1000),Y,"","","","","",,Participant email
dbo,mTt_monthyl_Temporary_table,PARTICIPANT_NAME,varchar,varchar(1000),Y,"","","","","",,Participant name
dbo,mTt_monthyl_Temporary_table,PARTICIPANT_TYPE,varchar,varchar(50),Y,"","","","","",,Participant type
dbo,mTt_monthyl_Temporary_table,PRESENTATION_TYPE,varchar,varchar(500),Y,"","","","","",,Presentation type
dbo,mTt_monthyl_Temporary_table,qi,int,int,Y,"","","","","",,Qi
dbo,mTt_monthyl_Temporary_table,REGISTRATION_DURATION,decimal,"decimal(5, 0)",Y,"","","","","",,Registration duration
dbo,mTt_monthyl_Temporary_table,REGMONTH,varchar,varchar(20),Y,"","","","","",,Regmonth
dbo,mTt_monthyl_Temporary_table,RSL_DURATION,varchar,varchar(10),Y,"","","","","",,Rsl duration
dbo,mTt_monthyl_Temporary_table,topics,varchar,varchar(8000),Y,"","","","","",,Topics
dbo,mTt_monthyl_Temporary_table,UNIT,varchar,varchar(50),Y,"","","","","",,Unit
dbo,mTt_monthyl_Temporary_table,vp,varchar,varchar(10),Y,"","","","","",,Vp
dbo,mTt_monthyl_Temporary_table,work_location,varchar,varchar(100),Y,"","","","","",,Work location
dbo,mTt_monthyl_Temporary_table,work_role,varchar,varchar(1000),Y,"","","","","",,Work role
dbo,Oba_Output_badges_tb,oba_code,varchar,varchar(100),N,"","","","","",,Oba code
dbo,Oba_Output_badges_tb,oba_created_date,datetime,datetime,N,"","","","","",,Oba created date
dbo,Oba_Output_badges_tb,oba_deleted_date,datetime,datetime,Y,"","","","","",,Oba deleted date
dbo,Oba_Output_badges_tb,oba_deleted_flag,bit,bit,N,((0)),"","","","",,Oba deleted flag
dbo,Oba_Output_badges_tb,oba_id,int,int,N,"",PK,"","","",,Oba id
dbo,Oba_Output_badges_tb,oba_image_url,varchar,varchar(500),N,"","","","","",,Oba image url
dbo,Oba_Output_badges_tb,oba_name,varchar,varchar(200),N,"","","","","",,Oba name
dbo,Oba_Output_badges_tb,out_id_output,int,int,N,"","",FK,"","",,Out id output
dbo,Oba_Output_badges_tb,per_id_creator,int,int,N,"","",FK,"","",,Per id creator
dbo,Oba_Output_badges_tb,per_id_deletor,int,int,Y,"","","","","",,Per id deletor
dbo,Obc_Outcome_Budget_Category_tb,obc_id,int,int,N,"",PK,"","","",,Obc id
dbo,Obc_Outcome_Budget_Category_tb,obc_item_cost,decimal,"decimal(15, 2)",N,"","","","","",,Obc item cost
dbo,Obc_Outcome_Budget_Category_tb,obg_id_outcome_budget,int,int,Y,"","",FK,"","",,Obg id outcome budget
dbo,Obc_Outcome_Budget_Category_tb,tax_id_category,int,int,Y,"","",FK,"","",,Tax id category
dbo,Obf_Outcome_Budget_Flow_Action_tb,fsa_id,int,int,N,"",PK,FK,"","",,Fsa id
dbo,Obf_Outcome_Budget_Flow_Action_tb,obg_id,int,int,N,"",PK,FK,"","",,Obg id
dbo,Obg_Outcome_Budget_tb,obg_amount,decimal,"decimal(15, 2)",Y,"","","","","",,Obg amount
dbo,Obg_Outcome_Budget_tb,obg_entry_type,varchar,varchar(50),N,"","","","","",,Obg entry type
dbo,Obg_Outcome_Budget_tb,obg_id,int,int,N,"",PK,"","","",,Obg id
dbo,Obg_Outcome_Budget_tb,obg_knl_amount,decimal,"decimal(15, 2)",N,"","","","","",,Obg knl amount
dbo,Obg_Outcome_Budget_tb,obg_last_update_date,datetime,datetime,Y,"","","","","",,Obg last update date
dbo,Obg_Outcome_Budget_tb,obg_other_amount,decimal,"decimal(15, 2)",N,"","","","","",,Obg other amount
dbo,Obg_Outcome_Budget_tb,obg_other_entity,varchar,varchar(800),Y,"","","","","",,Obg other entity
dbo,Obg_Outcome_Budget_tb,obg_unit_amount,decimal,"decimal(15, 2)",N,"","","","","",,Obg unit amount
dbo,Obg_Outcome_Budget_tb,out_id_outcome,int,int,N,"","",FK,"","",,Out id outcome
dbo,Obg_Outcome_Budget_tb,per_id_responsible,int,int,N,"","",FK,"","",,Per id responsible
dbo,Obg_Outcome_Budget_tb,per_id_updator,int,int,Y,"","",FK,"","",,Per id updator
dbo,Obi_Outcome_Budget_Item_tb,bgi_id,int,int,N,"",PK,FK,"","",,Bgi id
dbo,Obi_Outcome_Budget_Item_tb,obc_id,int,int,N,"",PK,FK,"","",,Obc id
dbo,Obr_Outcome_Budget_Subcategory_Region_tb,obs_id,int,int,N,"",PK,FK,"","",,Obs id
dbo,Obr_Outcome_Budget_Subcategory_Region_tb,obs_region_type,varchar,varchar(50),N,"","","","","",,Obs region type
dbo,Obs_Outcome_Budget_Subcategory_tb,obc_id_budget_category,int,int,N,"","",FK,"","",,Obc id budget category
dbo,Obs_Outcome_Budget_Subcategory_tb,obs_id,int,int,N,"",PK,"","","",,Obs id
dbo,Obs_Outcome_Budget_Subcategory_tb,obs_item_cost,decimal,"decimal(15, 2)",N,"","","","","",,Obs item cost
dbo,Obs_Outcome_Budget_Subcategory_tb,obs_quantity,decimal,"decimal(15, 2)",N,"","","","","",,Obs quantity
dbo,Obs_Outcome_Budget_Subcategory_tb,tax_id_subcategory,int,int,N,"","",FK,"","",,Tax id subcategory
dbo,Occ_Outcome_Cost_Category_tb,occ_id,int,int,N,"",PK,"","","",,Occ id
dbo,Occ_Outcome_Cost_Category_tb,occ_item_cost,decimal,"decimal(15, 2)",N,"","","","","",,Occ item cost
dbo,Occ_Outcome_Cost_Category_tb,oco_id_outcome_cost,int,int,N,"","",FK,"","",,Oco id outcome cost
