"schema_name","view_name","column_name","data_type","data_type_ext","nullable","comments"
dbo,knlplatform_ongoing_view,FEATUREDFLAG,bit,bit,N,
dbo,knlplatform_ongoing_view,ID,int,int,N,
dbo,knlplatform_ongoing_view,IMAGEURL,varchar,varchar(200),N,
dbo,knlplatform_ongoing_view,IMAGEURL_BANNER_LARGE,varchar,varchar(200),N,
dbo,knlplatform_ongoing_view,IMAGEURL_BANNER_MEDIUM,varchar,varchar(200),N,
dbo,knlplatform_ongoing_view,IMAGEURL_SEARCH,varchar,varchar(200),N,
dbo,knlplatform_ongoing_view,LANGUAGE,varchar,varchar(500),Y,
dbo,knlplatform_ongoing_view,LNG_ID,int,int,N,
dbo,knlplatform_ongoing_view,RATING,decimal,"decimal(15, 2)",Y,
dbo,knlplatform_ongoing_view,REGISTRATIONSTATUS,varchar,varchar(25),Y,
dbo,knlplatform_ongoing_view,SORTDATE,datetime,datetime,Y,
dbo,knlplatform_ongoing_view,STARTDATE,datetime,datetime,Y,
dbo,knlplatform_ongoing_view,TITLE,varchar,varchar(200),N,
dbo,knlplatform_search_view,COST,varchar,varchar(500),N,
dbo,knlplatform_search_view,COSTTYPE,varchar,varchar(100),N,
dbo,knlplatform_search_view,COURSETYPE,varchar,varchar(50),Y,
dbo,knlplatform_search_view,DEADLINEDATE,datetime,datetime,Y,
dbo,knlplatform_search_view,ENDDATE,datetime,datetime,Y,
dbo,knlplatform_search_view,FEATUREDFLAG,bit,bit,N,
dbo,knlplatform_search_view,ID,int,int,N,
dbo,knlplatform_search_view,IMAGEURL,varchar,varchar(200),N,
dbo,knlplatform_search_view,IMAGEURL_BANNER_LARGE,varchar,varchar(200),N,
dbo,knlplatform_search_view,IMAGEURL_BANNER_MEDIUM,varchar,varchar(200),N,
dbo,knlplatform_search_view,IMAGEURL_SEARCH,varchar,varchar(200),N,
dbo,knlplatform_search_view,LANGUAGE,varchar,varchar(500),Y,
dbo,knlplatform_search_view,LNG_ID,int,int,N,
dbo,knlplatform_search_view,RATING,decimal,"decimal(15, 2)",Y,
dbo,knlplatform_search_view,REGISTRATIONSTATUS,varchar,varchar(25),Y,
dbo,knlplatform_search_view,STARTDATE,datetime,datetime,Y,
dbo,knlplatform_search_view,TITLE,varchar,varchar(200),N,
dbo,knlplatform_sortable_oear_view,COST,decimal,"decimal(15, 2)",N,
dbo,knlplatform_sortable_oear_view,COSTTYPE,varchar,varchar(100),N,
dbo,knlplatform_sortable_oear_view,COURSETYPE,varchar,varchar(50),Y,
dbo,knlplatform_sortable_oear_view,DEADLINEDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_oear_view,ENDDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_oear_view,FEATUREDFLAG,bit,bit,N,
dbo,knlplatform_sortable_oear_view,ID,int,int,N,
dbo,knlplatform_sortable_oear_view,IMAGEURL,varchar,varchar(200),N,
dbo,knlplatform_sortable_oear_view,IMAGEURL_BANNER_LARGE,varchar,varchar(200),N,
dbo,knlplatform_sortable_oear_view,IMAGEURL_BANNER_MEDIUM,varchar,varchar(200),N,
dbo,knlplatform_sortable_oear_view,IMAGEURL_SEARCH,varchar,varchar(200),N,
dbo,knlplatform_sortable_oear_view,LANGUAGE,varchar,varchar(500),Y,
dbo,knlplatform_sortable_oear_view,LNG_ID,int,int,N,
dbo,knlplatform_sortable_oear_view,RATING,decimal,"decimal(15, 2)",Y,
dbo,knlplatform_sortable_oear_view,REGISTRATIONSTATUS,varchar,varchar(25),Y,
dbo,knlplatform_sortable_oear_view,SORTDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_oear_view,STARTDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_oear_view,TITLE,varchar,varchar(200),N,
dbo,knlplatform_sortable_view,COST,decimal,"decimal(15, 2)",N,
dbo,knlplatform_sortable_view,COSTTYPE,varchar,varchar(100),N,
dbo,knlplatform_sortable_view,COURSETYPE,varchar,varchar(50),Y,
dbo,knlplatform_sortable_view,DEADLINEDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_view,ENDDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_view,FEATUREDFLAG,bit,bit,N,
dbo,knlplatform_sortable_view,ID,int,int,N,
dbo,knlplatform_sortable_view,IMAGEURL,varchar,varchar(200),N,
dbo,knlplatform_sortable_view,IMAGEURL_BANNER_LARGE,varchar,varchar(200),N,
dbo,knlplatform_sortable_view,IMAGEURL_BANNER_MEDIUM,varchar,varchar(200),N,
dbo,knlplatform_sortable_view,IMAGEURL_SEARCH,varchar,varchar(200),N,
dbo,knlplatform_sortable_view,LANGUAGE,varchar,varchar(500),Y,
dbo,knlplatform_sortable_view,LNG_ID,int,int,N,
dbo,knlplatform_sortable_view,RATING,decimal,"decimal(15, 2)",Y,
dbo,knlplatform_sortable_view,REGISTRATIONSTATUS,varchar,varchar(25),Y,
dbo,knlplatform_sortable_view,SORTDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_view,STARTDATE,datetime,datetime,Y,
dbo,knlplatform_sortable_view,TITLE,varchar,varchar(200),N,
dbo,knlplatform_upcoming_view,COST,decimal,"decimal(15, 2)",N,
dbo,knlplatform_upcoming_view,COSTTYPE,varchar,varchar(100),N,
dbo,knlplatform_upcoming_view,COURSETYPE,varchar,varchar(50),Y,
dbo,knlplatform_upcoming_view,DEADLINEDATE,datetime,datetime,Y,
dbo,knlplatform_upcoming_view,ENDDATE,datetime,datetime,Y,
dbo,knlplatform_upcoming_view,FEATUREDFLAG,bit,bit,N,
dbo,knlplatform_upcoming_view,ID,int,int,N,
dbo,knlplatform_upcoming_view,IMAGEURL,varchar,varchar(200),N,
dbo,knlplatform_upcoming_view,IMAGEURL_BANNER_LARGE,varchar,varchar(200),N,
dbo,knlplatform_upcoming_view,IMAGEURL_BANNER_MEDIUM,varchar,varchar(200),N,
dbo,knlplatform_upcoming_view,IMAGEURL_SEARCH,varchar,varchar(200),N,
dbo,knlplatform_upcoming_view,LANGUAGE,varchar,varchar(500),Y,
dbo,knlplatform_upcoming_view,LNG_ID,int,int,N,
dbo,knlplatform_upcoming_view,RATING,decimal,"decimal(15, 2)",Y,
dbo,knlplatform_upcoming_view,REGISTRATIONSTATUS,varchar,varchar(25),Y,
dbo,knlplatform_upcoming_view,SORTDATE,datetime,datetime,Y,
dbo,knlplatform_upcoming_view,STARTDATE,datetime,datetime,Y,
dbo,knlplatform_upcoming_view,TITLE,varchar,varchar(200),N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,createdDate,datetime,datetime,N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,DURATION,decimal,"decimal(15, 1)",Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,employeeEmail,varchar,varchar(200),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,employeeNumber,varchar,varchar(50),N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,employeeUnit,varchar,varchar(500),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,eventEndDate,datetime,datetime,Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,eventStartDate,datetime,datetime,Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,eventType,varchar,varchar(200),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,modality,varchar,varchar(50),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,name,varchar,varchar(500),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,outputID,int,int,N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,outputType,varchar,varchar(30),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,PARTICIPATIONTYPE,varchar,varchar(50),N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,registrationID,int,int,N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,serviceType,varchar,varchar(200),Y,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,SHOWUPFLAG,bit,bit,N,
dbo,LNG_LANGUAGE_ALL_REGISTRATIONS,year,int,int,Y,
dbo,MAN_MANAGERS_VW,dep_id,int,int,Y,
dbo,MAN_MANAGERS_VW,dep_name,varchar,varchar(3),Y,
dbo,MAN_MANAGERS_VW,per_first_name,varchar,varchar(200),Y,
dbo,MAN_MANAGERS_VW,per_last_name,varchar,varchar(200),Y,
dbo,MAN_MANAGERS_VW,per_middle_name,varchar,varchar(200),Y,
dbo,MAN_MANAGERS_VW,sec_name,varchar,varchar(3),N,
dbo,MAN_MANAGERS_VW,usr_pcmail,varchar,varchar(50),Y,
dbo,MAN_MANAGERS_VW,usr_title,varchar,varchar(100),Y,
dbo,NAB_NOT_APPROVED_NEEDS_BWP_VW,activity_count,int,int,Y,
dbo,NAB_NOT_APPROVED_NEEDS_BWP_VW,approved_amount,decimal,"decimal(38, 6)",Y,
dbo,NAB_NOT_APPROVED_NEEDS_BWP_VW,disbursed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAB_NOT_APPROVED_NEEDS_BWP_VW,opus_code,varchar,varchar(10),N,
dbo,NAB_NOT_APPROVED_NEEDS_BWP_VW,programmed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAC_NOT_APPROVED_CONTRIBUTIONS_VW,activity_count,int,int,Y,
dbo,NAC_NOT_APPROVED_CONTRIBUTIONS_VW,approved_amount,decimal,"decimal(38, 2)",Y,
dbo,NAC_NOT_APPROVED_CONTRIBUTIONS_VW,disbursed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAC_NOT_APPROVED_CONTRIBUTIONS_VW,opus_code,varchar,varchar(10),N,
dbo,NAC_NOT_APPROVED_CONTRIBUTIONS_VW,programmed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAK_NOT_APPROVED_KCPS_VW,activity_count,int,int,Y,
dbo,NAK_NOT_APPROVED_KCPS_VW,approved_amount,decimal,"decimal(38, 2)",Y,
dbo,NAK_NOT_APPROVED_KCPS_VW,disbursed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAK_NOT_APPROVED_KCPS_VW,opus_code,varchar,varchar(10),N,
dbo,NAK_NOT_APPROVED_KCPS_VW,programmed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAN_NOT_APPROVED_NEEED_VW,activity_count,int,int,Y,
dbo,NAN_NOT_APPROVED_NEEED_VW,approved_amount,decimal,"decimal(38, 6)",Y,
dbo,NAN_NOT_APPROVED_NEEED_VW,disbursed_amount,decimal,"decimal(38, 2)",Y,
dbo,NAN_NOT_APPROVED_NEEED_VW,opus_code,varchar,varchar(10),N,
dbo,NAN_NOT_APPROVED_NEEED_VW,programmed_amount,decimal,"decimal(38, 2)",Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,activity_status,varchar,varchar(16),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,activityBK,varchar,varchar(10),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,activityName,varchar,varchar(2000),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,AUDIENCE,varchar,varchar(8),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,COMMENTS,varchar,varchar(8000),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,componentType,varchar,varchar(800),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,deliverableName,varchar,varchar(8000),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,depId,int,int,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,depName,varchar,varchar(3),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,END_DATE,datetime,datetime,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,ESTIMATED_TOTAL_COST,decimal,"decimal(38, 2)",Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,knd_id,int,int,N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,knlAmount,decimal,"decimal(15, 2)",N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,knlApprovedAmount,decimal,"decimal(15, 2)",N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,knlStatus,varchar,varchar(20),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,knp_id,int,int,N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,LOCATION_CITY,varchar,varchar(100),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,LOCATION_NAME,varchar,varchar(400),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,LOCATION_TYPE,varchar,varchar(30),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,LOGISTICS_FLAG,bit,bit,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,MAX_PARTICIPANTS,int,int,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,MODALITY,varchar,varchar(13),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,NAME,varchar,varchar(200),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,OBJECTIVES,varchar,varchar(8000),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,OPUS_CODE,varchar,varchar(10),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,otherAmount,decimal,"decimal(15, 2)",N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,OUT_ID,int,int,N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,OUT_STATUS_CODE,varchar,varchar(50),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,OUT_TYPE,varchar,varchar(22),N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,PRESENTATION_TYPE,varchar,varchar(800),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,secId,int,int,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,secName,varchar,varchar(3),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,START_DATE,datetime,datetime,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,SUBJECT_TYPE,varchar,varchar(800),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,TOTAL_DURATION,decimal,"decimal(15, 1)",Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,TOTAL_PARTICIPANTS,int,int,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,unit,varchar,varchar(10),Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,unitAmount,decimal,"decimal(15, 2)",N,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,unitId,int,int,Y,
dbo,OAP_OUTPUT_ACTIVITY_PLAN_VW,yea_year,int,int,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,balance_amount,decimal,"decimal(16, 2)",Y,
dbo,OBA_OUTPUTS_BALANCE_VW,closed_date,datetime,datetime,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,closed_flag,bit,bit,N,
dbo,OBA_OUTPUTS_BALANCE_VW,closed_officer,datetime,datetime,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,depName,varchar,varchar(3),Y,
dbo,OBA_OUTPUTS_BALANCE_VW,END_DATE,datetime,datetime,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,kna_id,int,int,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,knlOfficer,varchar,varchar(500),Y,
dbo,OBA_OUTPUTS_BALANCE_VW,OBLIGATED_AMOUNT,decimal,"decimal(15, 2)",Y,
dbo,OBA_OUTPUTS_BALANCE_VW,opus_code,varchar,varchar(10),Y,
dbo,OBA_OUTPUTS_BALANCE_VW,OUT_ID,int,int,N,
dbo,OBA_OUTPUTS_BALANCE_VW,OUT_NAME,varchar,varchar(200),N,
dbo,OBA_OUTPUTS_BALANCE_VW,OUTPUT_TYPE,varchar,varchar(28),N,
dbo,OBA_OUTPUTS_BALANCE_VW,programmed_amount,decimal,"decimal(15, 2)",Y,
dbo,OBA_OUTPUTS_BALANCE_VW,START_DATE,datetime,datetime,Y,
dbo,OBA_OUTPUTS_BALANCE_VW,unit,varchar,varchar(10),Y,
dbo,OBA_OUTPUTS_BALANCE_VW,yea_year,int,int,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_approved_amount,decimal,"decimal(38, 2)",Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_department,varchar,varchar(3),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_id,int,int,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_status,varchar,varchar(16),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_type,varchar,varchar(800),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,activity_unit,varchar,varchar(10),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,consultant_id,varchar,varchar(50),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_amount,decimal,"decimal(17, 2)",Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_classification,varchar,varchar(800),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_creator,varchar,varchar(402),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_description,varchar,varchar(800),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_entry_date,datetime,datetime,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_epay_flag,bit,bit,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_id,int,int,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_invoce_date,datetime,datetime,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_last_updated_date,datetime,datetime,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_last_updator,varchar,varchar(402),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,execution_plan_activity,int,int,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,lawson_date,datetime,datetime,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_account_code,varchar,varchar(50),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_account_name,varchar,varchar(200),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_amount,decimal,"decimal(17, 2)",Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_creator,varchar,varchar(402),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_description,varchar,varchar(1000),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_entry_date,datetime,datetime,N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_entry_type,varchar,varchar(30),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_id,int,int,N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_item_type,varchar,varchar(50),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_item_value,varchar,varchar(100),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_last_updated_date,datetime,datetime,N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_last_updator,varchar,varchar(402),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_opus_code,varchar,varchar(10),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_org_unit_code,varchar,varchar(50),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_vendor,varchar,varchar(402),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,obligation_year,int,int,Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_budget_category,varchar,varchar(800),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_budget_category_amount,decimal,"decimal(15, 2)",N,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_budget_knl_amount,decimal,"decimal(15, 2)",N,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_created_date,datetime,datetime,N,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_id,int,int,N,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_modality,varchar,varchar(50),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_opus_code,varchar,varchar(10),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_presentation_type,varchar,varchar(800),Y,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_type,varchar,varchar(50),N,
dbo,OBD_OPERATIONAL_BUDGET_VW,output_unit,varchar,varchar(10),Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,category,varchar,varchar(800),N,
dbo,OBK_OUTPUT_BREAKDOWN_VW,component,varchar,varchar(800),N,
dbo,OBK_OUTPUT_BREAKDOWN_VW,cost,decimal,"decimal(17, 2)",N,
dbo,OBK_OUTPUT_BREAKDOWN_VW,knaId,varchar,varchar(37),Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,KNL_Percentage,decimal,"decimal(37, 18)",Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,outId,int,int,N,
dbo,OBK_OUTPUT_BREAKDOWN_VW,OUTPUT,varchar,varchar(237),Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,output_end_Date,varchar,varchar(10),Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,output_start_Date,varchar,varchar(10),Y,
dbo,OBK_OUTPUT_BREAKDOWN_VW,outputType,varchar,varchar(17),N,
dbo,OBK_OUTPUT_BREAKDOWN_VW,source_funding,varchar,varchar(800),Y,
dbo,OBL_OBLIGATED_VW,activity_approved_amount,decimal,"decimal(38, 2)",Y,
dbo,OBL_OBLIGATED_VW,activity_department,varchar,varchar(3),Y,
dbo,OBL_OBLIGATED_VW,activity_id,int,int,Y,
dbo,OBL_OBLIGATED_VW,activity_status,varchar,varchar(16),Y,
dbo,OBL_OBLIGATED_VW,activity_type,varchar,varchar(800),Y,
dbo,OBL_OBLIGATED_VW,activity_unit,varchar,varchar(10),Y,
dbo,OBL_OBLIGATED_VW,activity_year,int,int,Y,
dbo,OBL_OBLIGATED_VW,componentType,varchar,varchar(800),Y,
dbo,OBL_OBLIGATED_VW,consultant_id,varchar,varchar(50),Y,
dbo,OBL_OBLIGATED_VW,executed_amount,decimal,"decimal(38, 2)",Y,
dbo,OBL_OBLIGATED_VW,lawson_date,datetime,datetime,Y,
dbo,OBL_OBLIGATED_VW,obligation_account_code,varchar,varchar(50),N,
dbo,OBL_OBLIGATED_VW,obligation_account_name,varchar,varchar(200),N,
dbo,OBL_OBLIGATED_VW,obligation_amount,decimal,"decimal(17, 2)",Y,
dbo,OBL_OBLIGATED_VW,obligation_creator,varchar,varchar(402),Y,
dbo,OBL_OBLIGATED_VW,obligation_description,varchar,varchar(1000),N,
dbo,OBL_OBLIGATED_VW,obligation_entry_date,datetime,datetime,N,
dbo,OBL_OBLIGATED_VW,obligation_entry_type,varchar,varchar(30),N,
dbo,OBL_OBLIGATED_VW,obligation_id,int,int,N,
dbo,OBL_OBLIGATED_VW,obligation_item_type,varchar,varchar(50),N,
dbo,OBL_OBLIGATED_VW,obligation_item_value,varchar,varchar(100),N,
dbo,OBL_OBLIGATED_VW,obligation_last_updated_date,datetime,datetime,N,
dbo,OBL_OBLIGATED_VW,obligation_last_updator,varchar,varchar(402),Y,
dbo,OBL_OBLIGATED_VW,obligation_opus_code,varchar,varchar(10),N,
dbo,OBL_OBLIGATED_VW,obligation_org_unit_code,varchar,varchar(50),N,
dbo,OBL_OBLIGATED_VW,obligation_vendor,varchar,varchar(402),Y,
dbo,OBL_OBLIGATED_VW,obligation_year,int,int,Y,
dbo,OBL_OBLIGATED_VW,output_budget_category,varchar,varchar(800),Y,
dbo,OBL_OBLIGATED_VW,output_budget_category_amount,decimal,"decimal(15, 2)",N,
dbo,OBL_OBLIGATED_VW,output_created_date,datetime,datetime,N,
dbo,OBL_OBLIGATED_VW,output_id,int,int,N,
dbo,OBL_OBLIGATED_VW,output_modality,varchar,varchar(50),Y,
dbo,OBL_OBLIGATED_VW,output_opus_code,varchar,varchar(10),Y,
dbo,OBL_OBLIGATED_VW,output_presentation_type,varchar,varchar(800),Y,
dbo,OBL_OBLIGATED_VW,output_reviewed_amount,decimal,"decimal(15, 2)",N,
dbo,OBL_OBLIGATED_VW,output_type,varchar,varchar(50),N,
dbo,OBL_OBLIGATED_VW,output_unit,varchar,varchar(10),Y,
dbo,OBL_OBLIGATED_VW,source_funding,varchar,varchar(800),Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,activity_id,int,int,Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,consultant_id,varchar,varchar(50),Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,executed_amount,decimal,"decimal(38, 2)",Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,lawson_date,datetime,datetime,Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_account_code,varchar,varchar(50),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_account_name,varchar,varchar(200),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_amount,decimal,"decimal(17, 2)",Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_creator,varchar,varchar(402),Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_description,varchar,varchar(1000),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_entry_date,datetime,datetime,N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_entry_type,varchar,varchar(30),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_id,int,int,N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_item_type,varchar,varchar(50),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_item_value,varchar,varchar(100),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_last_updated_date,datetime,datetime,N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_last_updator,varchar,varchar(402),Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_opus_code,varchar,varchar(10),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_org_unit_code,varchar,varchar(50),N,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_vendor,varchar,varchar(402),Y,
dbo,OBL_OBLIGATIONS_ACTIVITY_VW_2013,obligation_year,int,int,Y,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,BUDGET_TYPE,varchar,varchar(50),N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,CATEGORY,varchar,varchar(800),N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,END_DATE,datetime,datetime,Y,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,ITEM_COST,decimal,"decimal(15, 2)",N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,KNA_ID_ACTIVITY,int,int,Y,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,LOGISTIC_REQUIRED_FLAG,bit,bit,N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,OPUS_CODE,varchar,varchar(10),Y,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,OUT_ID,int,int,N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,OUTCOME_BUDGET_STATUS,varchar,varchar(50),Y,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,OUTPUT_TYPE,varchar,varchar(28),N,
dbo,OCE_OUTCOME_CATEGORY_EXPENSE_VW,START_DATE,datetime,datetime,Y,
dbo,OCR_Optima_Corporate_Registration_vw,course_name,varchar,varchar(200),N,
